"raw_gene_id","gene_type","official_symbol","description","human_ortho","mouse_ortho","zebrafish_ortho","display_symbol"
"LOC106580956","LOC_Predicted","LOC106580956","","LOC106580956","LOC106580956","LOC106580956","LOC106580956"
"LOC106580957","LOC_Predicted","LOC106580957","","LOC106580957","LOC106580957","LOC106580957","LOC106580957"
"LOC106580958","LOC_Predicted","LOC106580958","","LOC106580958","LOC106580958","LOC106580958","LOC106580958"
"LOC106580959","LOC_Predicted","LOC106580959","","LOC106580959","LOC106580959","LOC106580959","LOC106580959"
"LOC106580960","LOC_Predicted","LOC106580960","","LOC106580960","LOC106580960","LOC106580960","LOC106580960"
"LOC106580961","LOC_Predicted","LOC106580961","","LOC106580961","LOC106580961","LOC106580961","LOC106580961"
"LOC106580962","LOC_Predicted","LOC106580962","","LOC106580962","LOC106580962","LOC106580962","LOC106580962"
"LOC106580963","LOC_Predicted","LOC106580963","","LOC106580963","LOC106580963","LOC106580963","LOC106580963"
"LOC106580964","LOC_Predicted","LOC106580964","","LOC106580964","LOC106580964","LOC106580964","LOC106580964"
"LOC106580965","LOC_Predicted","LOC106580965","","LOC106580965","LOC106580965","LOC106580965","LOC106580965"
"LOC106580967","LOC_Predicted","LOC106580967","","LOC106580967","LOC106580967","LOC106580967","LOC106580967"
"LOC106580969","LOC_Predicted","LOC106580969","","LOC106580969","LOC106580969","LOC106580969","LOC106580969"
"LOC106580970","LOC_Predicted","LOC106580970","","LOC106580970","LOC106580970","LOC106580970","LOC106580970"
"LOC106580971","LOC_Predicted","LOC106580971","","LOC106580971","LOC106580971","LOC106580971","LOC106580971"
"LOC106580973","LOC_Predicted","LOC106580973","","LOC106580973","LOC106580973","LOC106580973","LOC106580973"
"LOC106580974","LOC_Predicted","LOC106580974","","LOC106580974","LOC106580974","LOC106580974","LOC106580974"
"LOC106580977","LOC_Predicted","LOC106580977","","LOC106580977","LOC106580977","LOC106580977","LOC106580977"
"LOC106580978","LOC_Predicted","LOC106580978","","LOC106580978","LOC106580978","LOC106580978","LOC106580978"
"LOC106580979","LOC_Predicted","LOC106580979","","LOC106580979","LOC106580979","LOC106580979","LOC106580979"
"LOC106580981","LOC_Predicted","LOC106580981","","LOC106580981","LOC106580981","LOC106580981","LOC106580981"
"LOC106580982","LOC_Predicted","LOC106580982","","LOC106580982","LOC106580982","LOC106580982","LOC106580982"
"LOC106580984","LOC_Predicted","LOC106580984","","LOC106580984","LOC106580984","LOC106580984","LOC106580984"
"LOC106580985","LOC_Predicted","LOC106580985","","LOC106580985","LOC106580985","LOC106580985","LOC106580985"
"LOC106580986","LOC_Predicted","LOC106580986","","LOC106580986","LOC106580986","LOC106580986","LOC106580986"
"LOC106580990","LOC_Predicted","LOC106580990","","LOC106580990","LOC106580990","LOC106580990","LOC106580990"
"LOC106580992","LOC_Predicted","LOC106580992","","LOC106580992","LOC106580992","LOC106580992","LOC106580992"
"LOC106580995","LOC_Predicted","LOC106580995","","LOC106580995","LOC106580995","LOC106580995","LOC106580995"
"LOC106580996","LOC_Predicted","LOC106580996","","LOC106580996","LOC106580996","LOC106580996","LOC106580996"
"LOC106580997","LOC_Predicted","LOC106580997","","LOC106580997","LOC106580997","LOC106580997","LOC106580997"
"LOC106581000","LOC_Predicted","LOC106581000","","LOC106581000","LOC106581000","LOC106581000","LOC106581000"
"LOC106581001","LOC_Predicted","LOC106581001","","LOC106581001","LOC106581001","LOC106581001","LOC106581001"
"LOC106581002","LOC_Predicted","LOC106581002","","LOC106581002","LOC106581002","LOC106581002","LOC106581002"
"LOC106581003","LOC_Predicted","LOC106581003","","LOC106581003","LOC106581003","LOC106581003","LOC106581003"
"LOC106581006","LOC_Predicted","LOC106581006","","LOC106581006","LOC106581006","LOC106581006","LOC106581006"
"LOC106581007","LOC_Predicted","LOC106581007","","LOC106581007","LOC106581007","LOC106581007","LOC106581007"
"LOC106581008","LOC_Predicted","LOC106581008","","LOC106581008","LOC106581008","LOC106581008","LOC106581008"
"LOC106581009","LOC_Predicted","LOC106581009","","LOC106581009","LOC106581009","LOC106581009","LOC106581009"
"LOC106581010","LOC_Predicted","LOC106581010","","LOC106581010","LOC106581010","LOC106581010","LOC106581010"
"LOC106581011","LOC_Predicted","LOC106581011","","LOC106581011","LOC106581011","LOC106581011","LOC106581011"
"LOC106581012","LOC_Predicted","LOC106581012","","LOC106581012","LOC106581012","LOC106581012","LOC106581012"
"LOC106581013","LOC_Predicted","LOC106581013","","LOC106581013","LOC106581013","LOC106581013","LOC106581013"
"LOC106581014","LOC_Predicted","LOC106581014","","LOC106581014","LOC106581014","LOC106581014","LOC106581014"
"LOC106581015","LOC_Predicted","LOC106581015","","LOC106581015","LOC106581015","LOC106581015","LOC106581015"
"LOC106581016","LOC_Predicted","LOC106581016","","LOC106581016","LOC106581016","LOC106581016","LOC106581016"
"LOC106581017","LOC_Predicted","LOC106581017","","LOC106581017","LOC106581017","LOC106581017","LOC106581017"
"LOC106581018","LOC_Predicted","LOC106581018","","LOC106581018","LOC106581018","LOC106581018","LOC106581018"
"LOC106581019","LOC_Predicted","LOC106581019","","LOC106581019","LOC106581019","LOC106581019","LOC106581019"
"LOC106581023","LOC_Predicted","LOC106581023","","LOC106581023","LOC106581023","LOC106581023","LOC106581023"
"LOC106581024","LOC_Predicted","LOC106581024","","LOC106581024","LOC106581024","LOC106581024","LOC106581024"
"LOC106581025","LOC_Predicted","LOC106581025","","LOC106581025","LOC106581025","LOC106581025","LOC106581025"
"LOC106581027","LOC_Predicted","LOC106581027","","LOC106581027","LOC106581027","LOC106581027","LOC106581027"
"LOC106581029","LOC_Predicted","LOC106581029","","LOC106581029","LOC106581029","LOC106581029","LOC106581029"
"LOC106581030","LOC_Predicted","LOC106581030","","LOC106581030","LOC106581030","LOC106581030","LOC106581030"
"LOC106581031","LOC_Predicted","LOC106581031","","LOC106581031","LOC106581031","LOC106581031","LOC106581031"
"LOC106581032","LOC_Predicted","LOC106581032","","LOC106581032","LOC106581032","LOC106581032","LOC106581032"
"LOC106581033","LOC_Predicted","LOC106581033","","LOC106581033","LOC106581033","LOC106581033","LOC106581033"
"LOC106581034","LOC_Predicted","LOC106581034","","LOC106581034","LOC106581034","LOC106581034","LOC106581034"
"LOC106581035","LOC_Predicted","LOC106581035","","LOC106581035","LOC106581035","LOC106581035","LOC106581035"
"LOC106581036","LOC_Predicted","LOC106581036","","LOC106581036","LOC106581036","LOC106581036","LOC106581036"
"LOC106581037","LOC_Predicted","LOC106581037","","LOC106581037","LOC106581037","LOC106581037","LOC106581037"
"LOC106581038","LOC_Predicted","LOC106581038","","LOC106581038","LOC106581038","LOC106581038","LOC106581038"
"LOC106581039","LOC_Predicted","LOC106581039","","LOC106581039","LOC106581039","LOC106581039","LOC106581039"
"LOC106581041","LOC_Predicted","LOC106581041","","LOC106581041","LOC106581041","LOC106581041","LOC106581041"
"LOC106581042","LOC_Predicted","LOC106581042","","LOC106581042","LOC106581042","LOC106581042","LOC106581042"
"LOC106581045","LOC_Predicted","LOC106581045","","LOC106581045","LOC106581045","LOC106581045","LOC106581045"
"LOC106581047","LOC_Predicted","LOC106581047","","LOC106581047","LOC106581047","LOC106581047","LOC106581047"
"LOC106581048","LOC_Predicted","LOC106581048","","LOC106581048","LOC106581048","LOC106581048","LOC106581048"
"LOC106581049","LOC_Predicted","LOC106581049","","LOC106581049","LOC106581049","LOC106581049","LOC106581049"
"LOC106581050","LOC_Predicted","LOC106581050","","LOC106581050","LOC106581050","LOC106581050","LOC106581050"
"LOC106581051","LOC_Predicted","LOC106581051","","LOC106581051","LOC106581051","LOC106581051","LOC106581051"
"LOC106581053","LOC_Predicted","LOC106581053","","LOC106581053","LOC106581053","LOC106581053","LOC106581053"
"LOC106581054","LOC_Predicted","LOC106581054","","LOC106581054","LOC106581054","LOC106581054","LOC106581054"
"LOC106581055","LOC_Predicted","LOC106581055","","LOC106581055","LOC106581055","LOC106581055","LOC106581055"
"LOC106581056","LOC_Predicted","LOC106581056","","LOC106581056","LOC106581056","LOC106581056","LOC106581056"
"LOC106581057","LOC_Predicted","LOC106581057","","LOC106581057","LOC106581057","LOC106581057","LOC106581057"
"LOC106581058","LOC_Predicted","LOC106581058","","LOC106581058","LOC106581058","LOC106581058","LOC106581058"
"LOC106581060","LOC_Predicted","LOC106581060","","LOC106581060","LOC106581060","LOC106581060","LOC106581060"
"LOC106581065","LOC_Predicted","LOC106581065","","LOC106581065","LOC106581065","LOC106581065","LOC106581065"
"LOC106581067","LOC_Predicted","LOC106581067","","LOC106581067","LOC106581067","LOC106581067","LOC106581067"
"LOC106581070","LOC_Predicted","LOC106581070","","LOC106581070","LOC106581070","LOC106581070","LOC106581070"
"LOC106581079","LOC_Predicted","LOC106581079","","LOC106581079","LOC106581079","LOC106581079","LOC106581079"
"LOC106581080","LOC_Predicted","LOC106581080","","LOC106581080","LOC106581080","LOC106581080","LOC106581080"
"LOC106581083","LOC_Predicted","LOC106581083","","LOC106581083","LOC106581083","LOC106581083","LOC106581083"
"LOC106581084","LOC_Predicted","LOC106581084","","LOC106581084","LOC106581084","LOC106581084","LOC106581084"
"LOC106581085","LOC_Predicted","LOC106581085","","LOC106581085","LOC106581085","LOC106581085","LOC106581085"
"LOC106581086","LOC_Predicted","LOC106581086","","LOC106581086","LOC106581086","LOC106581086","LOC106581086"
"LOC106581087","LOC_Predicted","LOC106581087","","LOC106581087","LOC106581087","LOC106581087","LOC106581087"
"LOC106581088","LOC_Predicted","LOC106581088","","LOC106581088","LOC106581088","LOC106581088","LOC106581088"
"LOC106581089","LOC_Predicted","LOC106581089","","LOC106581089","LOC106581089","LOC106581089","LOC106581089"
"LOC106581092","LOC_Predicted","LOC106581092","","LOC106581092","LOC106581092","LOC106581092","LOC106581092"
"LOC106581093","LOC_Predicted","LOC106581093","","LOC106581093","LOC106581093","LOC106581093","LOC106581093"
"LOC106581094","LOC_Predicted","LOC106581094","","LOC106581094","LOC106581094","LOC106581094","LOC106581094"
"LOC106581096","LOC_Predicted","LOC106581096","","LOC106581096","LOC106581096","LOC106581096","LOC106581096"
"LOC106581097","LOC_Predicted","LOC106581097","","LOC106581097","LOC106581097","LOC106581097","LOC106581097"
"LOC106581098","LOC_Predicted","LOC106581098","","LOC106581098","LOC106581098","LOC106581098","LOC106581098"
"LOC106581099","LOC_Predicted","LOC106581099","","LOC106581099","LOC106581099","LOC106581099","LOC106581099"
"LOC106581100","LOC_Predicted","LOC106581100","","LOC106581100","LOC106581100","LOC106581100","LOC106581100"
"LOC106581102","LOC_Predicted","LOC106581102","","LOC106581102","LOC106581102","LOC106581102","LOC106581102"
"LOC106581103","LOC_Predicted","LOC106581103","","LOC106581103","LOC106581103","LOC106581103","LOC106581103"
"LOC106581104","LOC_Predicted","LOC106581104","","LOC106581104","LOC106581104","LOC106581104","LOC106581104"
"LOC106581105","LOC_Predicted","LOC106581105","","LOC106581105","LOC106581105","LOC106581105","LOC106581105"
"LOC106581106","LOC_Predicted","LOC106581106","","LOC106581106","LOC106581106","LOC106581106","LOC106581106"
"LOC106581107","LOC_Predicted","LOC106581107","","LOC106581107","LOC106581107","LOC106581107","LOC106581107"
"LOC106581108","LOC_Predicted","LOC106581108","","LOC106581108","LOC106581108","LOC106581108","LOC106581108"
"LOC106581109","LOC_Predicted","LOC106581109","","LOC106581109","LOC106581109","LOC106581109","LOC106581109"
"LOC106581112","LOC_Predicted","LOC106581112","","LOC106581112","LOC106581112","LOC106581112","LOC106581112"
"LOC106581113","LOC_Predicted","LOC106581113","","LOC106581113","LOC106581113","LOC106581113","LOC106581113"
"LOC106581114","LOC_Predicted","LOC106581114","","LOC106581114","LOC106581114","LOC106581114","LOC106581114"
"LOC106581115","LOC_Predicted","LOC106581115","","LOC106581115","LOC106581115","LOC106581115","LOC106581115"
"LOC106581116","LOC_Predicted","LOC106581116","","LOC106581116","LOC106581116","LOC106581116","LOC106581116"
"LOC106581117","LOC_Predicted","LOC106581117","","LOC106581117","LOC106581117","LOC106581117","LOC106581117"
"LOC106581118","LOC_Predicted","LOC106581118","","LOC106581118","LOC106581118","LOC106581118","LOC106581118"
"LOC106581119","LOC_Predicted","LOC106581119","","LOC106581119","LOC106581119","LOC106581119","LOC106581119"
"LOC106581120","LOC_Predicted","LOC106581120","","LOC106581120","LOC106581120","LOC106581120","LOC106581120"
"LOC106581121","LOC_Predicted","LOC106581121","","LOC106581121","LOC106581121","LOC106581121","LOC106581121"
"LOC106581122","LOC_Predicted","LOC106581122","","LOC106581122","LOC106581122","LOC106581122","LOC106581122"
"LOC106581123","LOC_Predicted","LOC106581123","","LOC106581123","LOC106581123","LOC106581123","LOC106581123"
"LOC106581124","LOC_Predicted","LOC106581124","","LOC106581124","LOC106581124","LOC106581124","LOC106581124"
"LOC106581126","LOC_Predicted","LOC106581126","","LOC106581126","LOC106581126","LOC106581126","LOC106581126"
"LOC106581127","LOC_Predicted","LOC106581127","","LOC106581127","LOC106581127","LOC106581127","LOC106581127"
"LOC106581128","LOC_Predicted","LOC106581128","","LOC106581128","LOC106581128","LOC106581128","LOC106581128"
"LOC106581129","LOC_Predicted","LOC106581129","","LOC106581129","LOC106581129","LOC106581129","LOC106581129"
"LOC106581130","LOC_Predicted","LOC106581130","","LOC106581130","LOC106581130","LOC106581130","LOC106581130"
"LOC106581132","LOC_Predicted","LOC106581132","","LOC106581132","LOC106581132","LOC106581132","LOC106581132"
"LOC106581133","LOC_Predicted","LOC106581133","","LOC106581133","LOC106581133","LOC106581133","LOC106581133"
"LOC106581135","LOC_Predicted","LOC106581135","","LOC106581135","LOC106581135","LOC106581135","LOC106581135"
"LOC106581137","LOC_Predicted","LOC106581137","","LOC106581137","LOC106581137","LOC106581137","LOC106581137"
"LOC106581138","LOC_Predicted","LOC106581138","","LOC106581138","LOC106581138","LOC106581138","LOC106581138"
"LOC106581139","LOC_Predicted","LOC106581139","","LOC106581139","LOC106581139","LOC106581139","LOC106581139"
"LOC106581140","LOC_Predicted","LOC106581140","","LOC106581140","LOC106581140","LOC106581140","LOC106581140"
"LOC106581141","LOC_Predicted","LOC106581141","","LOC106581141","LOC106581141","LOC106581141","LOC106581141"
"LOC106581142","LOC_Predicted","LOC106581142","","LOC106581142","LOC106581142","LOC106581142","LOC106581142"
"LOC106581143","LOC_Predicted","LOC106581143","","LOC106581143","LOC106581143","LOC106581143","LOC106581143"
"LOC106581144","LOC_Predicted","LOC106581144","","LOC106581144","LOC106581144","LOC106581144","LOC106581144"
"LOC106581145","LOC_Predicted","LOC106581145","","LOC106581145","LOC106581145","LOC106581145","LOC106581145"
"LOC106581149","LOC_Predicted","LOC106581149","","LOC106581149","LOC106581149","LOC106581149","LOC106581149"
"LOC106581150","LOC_Predicted","LOC106581150","","LOC106581150","LOC106581150","LOC106581150","LOC106581150"
"LOC106581151","LOC_Predicted","LOC106581151","","LOC106581151","LOC106581151","LOC106581151","LOC106581151"
"LOC106581152","LOC_Predicted","LOC106581152","","LOC106581152","LOC106581152","LOC106581152","LOC106581152"
"LOC106581153","LOC_Predicted","LOC106581153","","LOC106581153","LOC106581153","LOC106581153","LOC106581153"
"LOC106581154","LOC_Predicted","LOC106581154","","LOC106581154","LOC106581154","LOC106581154","LOC106581154"
"LOC106581155","LOC_Predicted","LOC106581155","","LOC106581155","LOC106581155","LOC106581155","LOC106581155"
"LOC106581156","LOC_Predicted","LOC106581156","","LOC106581156","LOC106581156","LOC106581156","LOC106581156"
"LOC106581157","LOC_Predicted","LOC106581157","","LOC106581157","LOC106581157","LOC106581157","LOC106581157"
"LOC106581158","LOC_Predicted","LOC106581158","","LOC106581158","LOC106581158","LOC106581158","LOC106581158"
"LOC106581159","LOC_Predicted","LOC106581159","","LOC106581159","LOC106581159","LOC106581159","LOC106581159"
"LOC106581160","LOC_Predicted","LOC106581160","","LOC106581160","LOC106581160","LOC106581160","LOC106581160"
"LOC106581161","LOC_Predicted","LOC106581161","","LOC106581161","LOC106581161","LOC106581161","LOC106581161"
"LOC106581162","LOC_Predicted","LOC106581162","","LOC106581162","LOC106581162","LOC106581162","LOC106581162"
"LOC106581163","LOC_Predicted","LOC106581163","","LOC106581163","LOC106581163","LOC106581163","LOC106581163"
"LOC106581164","LOC_Predicted","LOC106581164","","LOC106581164","LOC106581164","LOC106581164","LOC106581164"
"LOC106581165","LOC_Predicted","LOC106581165","","LOC106581165","LOC106581165","LOC106581165","LOC106581165"
